,trial_no,condition,item,response_text,vectors,nobs,avg_pw_dist,max_pw_dist,median_pw_dist,mean_cent_dist
10,1,h,bottle,"['tell time', 'Cut it in half and use it as a form for baking or other crafts.', 'Make a water missile', 'Shooting target', 'flatten it to make a cheese board', 'Break into pieces and make a mosaic', 'Fix a balloon on top and use as a barometer']","[[-0.01916241  0.06851342  0.0008413  ...  0.06477637 -0.04940856
   0.01682566]
 [-0.01177207  0.11643548 -0.00075153 ...  0.00743795  0.0029869
   0.03807881]
 [-0.03781165  0.00498495 -0.04362729 ...  0.03029026 -0.07398126
   0.07441729]
 ...
 [-0.00940601  0.06842864 -0.01603439 ... -0.0191616   0.05692828
  -0.00461692]
 [ 0.03151934  0.01589625  0.08801915 ...  0.00365062 -0.04608996
  -0.04091978]
 [-0.04691403  0.07567045  0.1101779  ...  0.06799205 -0.05621192
  -0.01138302]]",7,0.8137018417896693,0.9310600275793828,0.8605650969848774,0.4499624754019073
11,1,h,pants,"['Housing for two families of hamsters with a shared common area', 'Flotation device', 'Plant hanger', 'Flag', 'suitcase', 'dog toy', 'Cut one leg of the pant off, and sew the other side with a strap to create a long bag for things like fishing rods, beach umbrellas, sports equipment, etc.']","[[ 0.07491493  0.02956429  0.05632644 ...  0.00952916 -0.0811497
   0.02539433]
 [-0.03677825 -0.03582406  0.03887729 ...  0.01603201  0.08539248
   0.05009223]
 [-0.06164389  0.0812642   0.03223404 ... -0.02499571  0.02677936
   0.11660615]
 ...
 [-0.02506498  0.08851929  0.01401271 ... -0.06814731 -0.00819527
  -0.01507426]
 [-0.02363621  0.03033599  0.08724514 ...  0.06108163  0.06902265
   0.11457151]
 [-0.0103215   0.06414435  0.0056507  ... -0.03178361 -0.09149506
  -0.01012039]]",7,0.8488688613507358,1.0750643911724154,0.8429357545908382,0.4780822681281789
12,1,h,shoe,"['Dog toy', 'shrink them so a dog can wear them', 'to make into a bicycle tire made out of shoes', 'a home for a pet cockroach', 'a plant pot', 'planter']","[[-0.02363621  0.03033599  0.08724514 ...  0.06108163  0.06902265
   0.11457151]
 [-0.03720698  0.06811865 -0.01563349 ... -0.0144824  -0.01010305
   0.07454485]
 [-0.09355992  0.12774935 -0.00248489 ...  0.03543402  0.1184179
  -0.03984515]
 [ 0.02415358  0.00525262  0.01775958 ...  0.05217161  0.01853155
   0.04674693]
 [-0.02900811  0.0644567  -0.00478637 ...  0.04782291  0.02731765
   0.04528387]
 [-0.07836883  0.10235311  0.02435231 ... -0.00975943 -0.01246738
   0.07731434]]",6,0.7830515508004853,0.96532814150255,0.8287269671146109,0.41054513234718737
13,1,h,table,"['Smart display (Time, weather, intearctivity) with LED matrix under thinned wood.', 'Burn it for warmth in a post apocalyptic world. ', 'Stage', 'Use as part of a choreography ', 'Use as karaoke stage', 'stage ']","[[-0.02193542  0.02932527  0.01616962 ... -0.08662137 -0.07508162
   0.03542147]
 [-0.04349417  0.12268548  0.02972557 ... -0.15593201 -0.06243806
  -0.01562217]
 [ 0.0244143   0.03125645  0.07427502 ...  0.09120265 -0.07213194
   0.03578281]
 [-0.04639792  0.01718863  0.05435085 ...  0.10697971  0.08440737
  -0.04924781]
 [ 0.04986741 -0.00523944  0.03180072 ...  0.06816925 -0.09246852
   0.02084261]
 [ 0.0244143   0.03125645  0.07427502 ...  0.09120265 -0.07213194
   0.03578281]]",6,0.7482159190601331,1.0335715884706504,0.9502359755458193,0.38641485177967727
14,1,h,tire,"['You can use it as inspiration to creaTe ', 'Get a bike tire, wrap felt around it and decorate to make a dream catcher ', 'A grill ', 'a window frame', 'Use as a music instrument', 'Baby crib', 'Cut it up and turn it into a couture dress.']","[[-0.05541823  0.00732344  0.04285937 ...  0.02255438  0.05014623
   0.10682584]
 [ 0.04195316  0.19044533  0.08056489 ... -0.02259552 -0.02705882
  -0.04305677]
 [-0.08088717  0.11882495 -0.07280808 ...  0.0525789  -0.05550266
  -0.02323691]
 ...
 [ 0.02030948  0.03770982  0.01006833 ...  0.0109191   0.10929105
   0.02428105]
 [-0.01350244 -0.01122192 -0.05375332 ...  0.00499056  0.04988012
  -0.03035609]
 [ 0.00092301  0.11162107  0.02744206 ... -0.13725993  0.03264977
  -0.0139401 ]]",7,0.8175248424274463,0.9551157878855846,0.8199611250451466,0.45294934350055477
15,1,m_l,bottle,"['Cut the upper conical part to create a flashlight with led inside', 'Cut holes to make a sprinkler or watering can', 'fill it partly with water and blow in the top of it as a diy organ', 'a fleshlight', 'musical instrument ', 'bottle as miniature terrarium for plants and small snails  ', 'Fill with beads and add lens to make kaleidoscope ']","[[-0.03041899  0.01205705 -0.01356681 ... -0.00065915 -0.04159578
   0.09478624]
 [ 0.05595539 -0.01715151  0.04282052 ...  0.05474938  0.05682013
   0.04266047]
 [-0.01365117  0.04441815  0.08238783 ... -0.00994846  0.01452874
   0.05078773]
 ...
 [-0.00655621  0.0704428   0.05353514 ...  0.01587937  0.07540654
   0.00056533]
 [-0.00158289  0.09152003  0.09413147 ... -0.06959041  0.0226947
   0.06665268]
 [ 0.0111933   0.01808306  0.03418538 ...  0.02010337 -0.00621236
   0.03951599]]",7,0.786538864147999,1.0299319225760646,0.7908459278081605,0.42919019741223313
16,1,m_l,pants,"['pants as arm guards for working in hot ovens', 'To be used as a welcome mat', 'Build a couch from it', 'baby hammock', 'Pockets for items, fabric to create clothing and curtains, fabric for wallets, fabric for blankets, repurpose clothing, pillow case covers, ', 'Turn them into balloons', 'Use for sleeves on a shirt']","[[-0.02999534  0.09085447 -0.02714654 ... -0.0509609  -0.04392568
  -0.01863334]
 [-0.0196855   0.02362881  0.02450607 ...  0.10173461  0.09260879
   0.05040621]
 [ 0.02823512  0.02190139  0.05174631 ... -0.01302575  0.09220833
   0.08433881]
 ...
 [-0.02099488  0.09818811  0.03590252 ... -0.06006358  0.00265202
   0.02382242]
 [-0.02103035  0.03028804  0.05079    ...  0.06467078  0.0472575
  -0.00047561]
 [-0.04783497  0.04541345  0.00098644 ... -0.10029169  0.05789482
   0.07393833]]",7,0.8001489774045548,0.9715491643708102,0.8319252422616682,0.4395019898630115
17,1,m_l,shoe,"['Killing bugs', 'aquarium decoration ', 'To eat when you lost a bet', 'Jugg in a game of jugger', 'to stop a leak', 'use them for table legs to avoid scuffing the floor', 'use as a mug']","[[-0.04048065  0.02125879  0.05653612 ...  0.00304028  0.0414726
   0.03447412]
 [-0.01884578  0.10650775  0.13282034 ...  0.03661247  0.01095092
   0.08683386]
 [-0.0221921   0.05406814  0.01815933 ...  0.06056804 -0.08363652
  -0.02637918]
 ...
 [-0.00185245  0.07478142  0.07860038 ...  0.04472078  0.0827831
   0.02700134]
 [-0.05212946  0.01594087  0.07122516 ...  0.05800013 -0.04208916
   0.06846709]
 [-0.06147815  0.05394656 -0.0432151  ...  0.0151317   0.02433403
   0.01435545]]",7,0.8593397531019469,1.0281659893210442,0.8795177811652503,0.48675242935815166
18,1,m_l,table,"['classic blanket fort', 'make it foldable and function as a door as well ', 'Put on wall as art', 'Skateboard ramp', 'Turn into a door ', 'The home for small forest and a group of snails', 'hang of the ceiling and put plants on it']","[[-0.05369914  0.05994479  0.03148962 ... -0.00852409  0.01971596
   0.05830809]
 [ 0.05981334  0.02182074  0.05084785 ...  0.02039496  0.05919224
   0.05869726]
 [ 0.0470235   0.05679137  0.04748829 ... -0.00441604 -0.05176693
   0.02792108]
 ...
 [ 0.02173236 -0.04113253  0.02780842 ...  0.06977463  0.06370684
   0.02732573]
 [ 0.12094606  0.03435462  0.04737926 ... -0.03604323 -0.0123925
   0.11292706]
 [-0.00187973  0.07010221  0.08429044 ... -0.01657653 -0.08632777
   0.0555808 ]]",7,0.8173573042446242,1.0160051379321526,0.8274820197575966,0.452818106172017
19,1,m_l,tire,"['Let all the air out, and wear it as a really shitty toga', 'Smoke generator ( if lit on fire )', 'musical instrument', 'planter for succulents at a slope in the garden, doubling as retainer for the soil on different levels', 'Slit holes int oit to create a tool holder - dangerous parts on the inside - handles on the outside', 'As Band for a large slingshot', 'baby bed']","[[-0.00399874  0.1596264  -0.01220774 ... -0.0965917  -0.08030022
   0.02653026]
 [-0.0614427   0.09517635 -0.13110389 ...  0.04974873  0.03138043
  -0.02062712]
 [-0.00655621  0.0704428   0.05353514 ...  0.01587937  0.07540654
   0.00056533]
 ...
 [-0.01650015  0.05755442 -0.01288268 ...  0.02286974  0.07864052
   0.02462086]
 [-0.0564345   0.03415433  0.00634887 ... -0.02563728  0.04177484
   0.00995489]
 [-0.0149209  -0.01981507 -0.02304275 ... -0.01148868  0.03366604
  -0.08292553]]",7,0.8686216545503294,0.9817187469515324,0.8728218508459362,0.4945624140978687
20,1,m_u,bottle,"['Platform for launching bottle rockets', 'fill it with rocks and throw it at your enemy', 'Re heat, flatten and re-use as material for stained glass mosaic windows ', 'a whoopee cushion', 'pencil holder', 'Fire starter', 'game of spin the bottle']","[[-0.03785137 -0.02071279 -0.03436597 ... -0.02194459  0.06446366
   0.01455784]
 [ 0.03478075  0.0741549   0.00320715 ... -0.04905877 -0.01554933
   0.03872454]
 [ 0.01836039  0.09045056  0.07867967 ... -0.04391901 -0.00394687
  -0.03363376]
 ...
 [-0.04221051  0.01675262 -0.04696744 ...  0.03977826  0.04924999
   0.00589339]
 [-0.05318835 -0.02134565 -0.07632475 ...  0.02859358  0.02528587
   0.07832204]
 [-0.10703052  0.03370684 -0.04256432 ...  0.03308696  0.00729556
   0.0445172 ]]",7,0.8238998739707761,0.9695848243924488,0.8419320690066392,0.4579666910373047
21,1,m_u,pants,"['use a cut off pants leg to make a cushion that block the airflow under a door', 'A strainer ( if you knot the leg holes ) ', 'tear the pants in half, fill each leg with cotton, sew them up and decorate them to create two snake plushies', 'make in to a skirt', 'sifting for gold', 'Sew into a bowl and make stuffed fruit to go into the bowl ', 'Attach to the wall as holder for broom and mop']","[[ 0.01117131  0.03946051  0.06454342 ...  0.02603934  0.00422594
   0.0621056 ]
 [-0.09564954  0.07106534  0.06282531 ... -0.04041694  0.02510218
  -0.06283566]
 [-0.11491343  0.0813734   0.06511918 ... -0.05335668 -0.07673506
  -0.03656463]
 ...
 [-0.06881687  0.07109867  0.03099591 ... -0.13447492 -0.05821479
   0.02560544]
 [ 0.05304876  0.01658027  0.05465321 ...  0.08585883  0.04862257
   0.01849067]
 [-0.08172193 -0.00265743 -0.03076291 ...  0.03989764  0.02176982
   0.04346074]]",7,0.7972213983325024,1.0354140971889785,0.8017095008460864,0.43726793866187563
22,1,m_u,shoe,"['To scoop up dirt', 'Put them on a stick and use as a stilt', 'Protective boot for table legs to not scratch floor', 'drink baileys out of it', 'Guinea pig bed', 'Bake muffins in it', 'Use shoelaces as a ponytail holder']","[[-0.03210633  0.06750393  0.05156738 ... -0.01106222  0.05450842
   0.02394992]
 [-0.03274854  0.06950368  0.01225422 ... -0.00877703 -0.00238073
   0.05954528]
 [-0.08372571  0.03324076  0.03555004 ... -0.03583261 -0.01841825
   0.04047896]
 ...
 [ 0.03717146  0.02618364 -0.05890304 ... -0.00664175 -0.01907941
  -0.09408151]
 [ 0.01657802  0.03252883 -0.00107011 ...  0.05954378  0.08191741
  -0.05480214]
 [-0.0632154   0.04799693 -0.06624594 ... -0.01027228  0.05678484
  -0.01897107]]",7,0.8386900132386081,0.9652484052345779,0.8462515959480267,0.4697898097966446
23,1,m_u,table,"['Cat tree', 'Stool', 'Armor', 'a base for kids to hide under', 'raft', 'A pen for chickens', 'Carve toys out of it']","[[ 0.06749709 -0.02340708  0.01366812 ... -0.02256807  0.05586085
   0.0669774 ]
 [ 0.0189855  -0.01680089  0.05134461 ...  0.05962075  0.01228629
  -0.04162382]
 [-0.10585831  0.11978712 -0.00318084 ... -0.11417883  0.0156865
   0.06067773]
 ...
 [-0.00081015  0.05220138  0.02112225 ... -0.0648275  -0.00956956
  -0.02836718]
 [ 0.0427693   0.03622116 -0.03895469 ...  0.11432234 -0.03488826
   0.01980023]
 [-0.01097443  0.08475924  0.10741007 ... -0.06318097  0.10872728
   0.07789712]]",7,0.7951292050907126,0.9416345100853845,0.7983532297309336,0.43567679353865246
24,1,m_u,tire,"['Signal passing plane', 'Climb inside tire and roll down a hill', 'sealing ring for pipes', 'Tire swing for kids', 'Cut it into small pieces to use as a bouncy ground covering', 'use it as base for a small table in garden', 'as an insulation for a big pipe']","[[ 0.06439812  0.00105163 -0.06584223 ...  0.09443022  0.00220607
  -0.01508975]
 [ 0.02943212  0.07032801 -0.03853697 ... -0.02462773  0.01902389
  -0.06113128]
 [ 0.00319845  0.06557951 -0.02982746 ... -0.0041938   0.03486072
  -0.04026461]
 ...
 [ 0.00486221  0.09700748  0.00742913 ... -0.05778234  0.03144781
   0.07337761]
 [-0.06256931  0.09762462 -0.04045834 ...  0.03433029 -0.03217366
   0.08918186]
 [-0.04366929  0.11517223 -0.00958946 ... -0.01044226  0.12517978
   0.00830964]]",7,0.831508069958425,1.0315230894518,0.883059068904608,0.46401604764835325
25,2,f_l,bottle,"['Use bottle as an music instrument.', 'Melt it down and cast something new', 'Molotov cocktail ( the French way ) ', 'balance it upside down on a finger and ask people for tips', 'Building material for sustainable houses', 'massage tool', 'create a trap for wasps']","[[-0.02425435  0.0465118   0.06220465 ... -0.01530756  0.08888748
  -0.00503991]
 [-0.01961241  0.01477338  0.08979481 ... -0.08776989 -0.01097529
   0.04845524]
 [-0.02628154  0.07473233 -0.13462071 ...  0.11318832  0.03395586
  -0.07565799]
 ...
 [-0.01032965  0.0433313   0.07243565 ... -0.04955633  0.06039108
   0.09470537]
 [-0.10097261  0.00703475  0.00734264 ...  0.01145119  0.02645396
   0.00013927]
 [-0.06337283  0.05786433 -0.0086535  ...  0.02194936 -0.00971174
   0.05615236]]",7,0.8576199808558038,1.096800747047279,0.888625874269845,0.48531839039416497
26,2,f_l,pants,"['Bedroom floor rug while I butt-plow 9 circus midgets ', 'Pillow', 'Cut them up and use the fabric strips as makeshift bandages during war', 'Embroidery', 'Pillow', 'get them wet and put out a fire', 'curtains or room divider']","[[ 0.04365141  0.02304989  0.04871582 ... -0.05433245 -0.08676333
  -0.00233727]
 [ 0.01830925  0.06697103 -0.01101911 ...  0.00118413  0.09656168
  -0.05280186]
 [-0.05764632  0.11475473  0.01737003 ... -0.14081968  0.01052854
   0.01054387]
 ...
 [ 0.01830925  0.06697103 -0.01101911 ...  0.00118413  0.09656168
  -0.05280186]
 [-0.01740698  0.05168653  0.04536918 ... -0.03476629 -0.07304251
   0.0123242 ]
 [ 0.01174053  0.03233572  0.0170272  ...  0.00186207 -0.06489959
   0.01484903]]",7,0.7477863108423508,0.9293136086477499,0.817904794522646,0.40080027954590136
27,2,f_l,shoe,"['Furniture Pads to protect floors', 'Eat it', 'scooping dirt', 'They could be filled with birdseed and hung outside as a bird feeder. ', 'use as a handbag', 'As a toy telephone for a child', 'grappling hook']","[[ 0.02331776  0.00749721  0.06914357 ...  0.02720735  0.02658335
   0.01088852]
 [-0.02728228  0.00977627 -0.02307782 ... -0.07066967  0.04682992
   0.04571829]
 [-0.01449747  0.03643891  0.04421959 ... -0.02967189 -0.02309986
   0.01647698]
 ...
 [-0.00081497  0.10157883 -0.07126582 ... -0.03241238 -0.00618488
   0.0398126 ]
 [-0.10580387  0.1299765   0.05286678 ...  0.10518938  0.04425227
   0.08896609]
 [-0.0084787   0.03164902  0.02951302 ...  0.00982669  0.02887505
   0.03893238]]",7,0.8789407285420084,1.0896994151037378,0.8728394708466949,0.5033892543668858
28,2,f_l,table,"['As a beer pong playing field', 'make a little house', 'Cutting it up and making a scarecrow', 'Ride down a river on a table', 'Table as a platform to dance on', 'Use it as a soccer goal post', 'use it as a step stool']","[[ 0.00994657  0.14147179 -0.04152687 ...  0.00539994  0.02972106
   0.05671751]
 [-0.00818452  0.00508272  0.0395773  ...  0.04579322 -0.01650836
   0.07419524]
 [ 0.03247893  0.06949923  0.07689685 ... -0.02017893  0.09615476
   0.07625895]
 ...
 [-0.01763523 -0.00689232  0.02942081 ...  0.09338171 -0.03055101
  -0.00550912]
 [-0.05595322  0.05555209 -0.09260203 ...  0.04562367 -0.03347857
   0.04954807]
 [-0.0411392   0.05318025 -0.00974437 ...  0.02038151  0.01916805
   0.00015807]]",7,0.7752021752058521,0.9290273315806038,0.7774001793566455,0.42074099689284256
29,2,f_l,tire,"['fill with dirt and paint to make a plant pot', 'planter', 'Roll down a hill while tucked inside', 'Hang it up and use it like a basketball hoop', 'planter', 'Mirror frame', 'Sextoy']","[[-0.03791275  0.04691276  0.04053747 ...  0.04567377  0.00778825
   0.00082882]
 [-0.07836883  0.10235311  0.02435231 ... -0.00975943 -0.01246738
   0.07731434]
 [ 0.06616423  0.04366098 -0.04067392 ...  0.00150448  0.0088037
  -0.01584213]
 ...
 [-0.07836883  0.10235311  0.02435231 ... -0.00975943 -0.01246738
   0.07731434]
 [-0.04473376 -0.01778447  0.03202628 ...  0.06225945 -0.02577018
  -0.08110745]
 [-0.03831687  0.06346963  0.0489651  ... -0.07206693 -0.02600207
  -0.04100547]]",7,0.8065337958266172,1.0321411376777496,0.873378779412312,0.44440543751499995
30,2,f_u,bottle,"['Rolling pin', 'add string lights with a battery and float upside down in a pool', 'Make a sculpture out of it.', 'as a candleholder', 'Musical instrument ', 'bookend', 'If a plastic bottle, you can cut off a few inches from the top to re-use as a funnel for cooking purposes ']","[[ 0.02523843  0.07709644 -0.05312853 ...  0.02407725 -0.00276874
   0.0318029 ]
 [-0.04293289  0.04291392  0.02461046 ...  0.02841739 -0.02426417
   0.00217746]
 [-0.00761583  0.10251626  0.08550953 ... -0.05006255  0.04298754
   0.06501346]
 ...
 [-0.00655621  0.0704428   0.05353514 ...  0.01587937  0.07540654
   0.00056533]
 [-0.01396413  0.00023069 -0.03921987 ...  0.0353918  -0.07582905
   0.11099417]
 [ 0.00224479  0.04055109  0.08051905 ... -0.0363454   0.01492034
   0.0342591 ]]",7,0.8183139509580807,0.9616922597268174,0.813753187706277,0.45356789805509223
31,2,f_u,pants,"['Tie several together by the legs to make a ladder', 'Garden hoe', 'Cut into shorts', 'Make a canal', 'scarf with a hood', 'Animal bed stuffing', 'dress a scarecrow']","[[-0.05268089  0.02042619  0.05744489 ... -0.01407532 -0.0229997
   0.01030113]
 [-0.01098266  0.13161336  0.0408463  ...  0.06944678 -0.05903548
  -0.01639956]
 [ 0.03374797  0.08160399 -0.02749687 ... -0.04682353 -0.01506065
   0.01617044]
 ...
 [-0.06446403  0.12215585 -0.03915874 ... -0.1033209   0.00712295
   0.01506781]
 [ 0.06191501  0.0045767   0.01183801 ... -0.08253213  0.08051109
  -0.06537754]
 [ 0.06489188  0.0552526   0.02840273 ... -0.01821116  0.12764208
   0.02777267]]",7,0.8640148323573517,0.9574368357409603,0.874181346708062,0.490671169106428
